FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
900043|Luna Lake|Lake|NM|35|Rio Arriba|039|364907N|1065840W|36.8187081|-106.9776585|||||2333|7654|Cordova Canyon|06/01/1992|06/24/2011
900044|Los Cuatas Creek|Stream|NM|35|Rio Arriba|039|365848N|1064405W|36.9800121|-106.7347585|365938N|1064344W|36.9938889|-106.7288889|2572|8438|Chromo Mountain|06/01/1992|
900045|Las Ranas Lake|Lake|NM|35|Rio Arriba|039|365616N|1064353W|36.9377463|-106.731508|||||2482|8143|Chromo Mountain|06/01/1992|06/24/2011
900046|Arroyo Salitrar|Arroyo|NM|35|Rio Arriba|039|365439N|1064456W|36.9108461|-106.7489262|365522N|1064250W|36.9227778|-106.7138889|2325|7628|Chromo Mountain|06/01/1992|
900047|Azotea Tunnel|Tunnel|NM|35|Rio Arriba|039|365605N|1064207W|36.9347346|-106.7019809|||||2654|8707|Chromo Mountain|06/01/1992|06/01/2011
900048|Tecolote Gap|Gap|NM|35|Rio Arriba|039|364648N|1064355W|36.7800139|-106.7319833|||||2485|8153|Sawmill Mesa|06/01/1992|
900049|Cebadilla Spring|Spring|NM|35|Rio Arriba|039|364600N|1063824W|36.7666806|-106.6400367|||||2249|7379|Sawmill Mesa|06/01/1992|
900050|North Cebadilla Spring|Spring|NM|35|Rio Arriba|039|364620N|1063857W|36.7721491|-106.649139|||||2281|7484|Sawmill Mesa|06/01/1992|04/19/2011
900051|Decker Spring|Spring|NM|35|San Juan|045|365617N|1075618W|36.9380582|-107.9383999|||||1911|6270|Cedar Hill|06/01/1992|
900052|Lion Rock|Pillar|NM|35|San Juan|045|365548N|1075631W|36.9300027|-107.9420111|||||1937|6355|Cedar Hill|06/01/1992|
900053|Flume Canyon|Valley|NM|35|San Juan|045|365320N|1075702W|36.8888921|-107.9506223|365408N|1075816W|36.9022222|-107.9711111|1750|5741|Cedar Hill|06/01/1992|
900054|Cattail Spring|Spring|NM|35|San Juan|045|365919N|1074939W|36.9886564|-107.8274491|||||2093|6867|Mount Nebo|06/01/1992|04/19/2011
900055|Shovel Spring|Spring|NM|35|San Juan|045|365920N|1074927W|36.9890139|-107.8241363|||||2087|6847|Mount Nebo|06/01/1992|04/19/2011
900056|Hog Spring|Spring|NM|35|San Juan|045|365851N|1074606W|36.9806957|-107.7683733|||||2073|6801|Mount Nebo|06/01/1992|04/19/2011
900057|Mesa Mountains|Summit|NM|35|San Juan|045|365929N|1075026W|36.9913912|-107.84062|||||2063|6768|Mount Nebo|06/01/1992|
900058|Pipeline Spring|Spring|NM|35|San Juan|045|365707N|1074644W|36.9520786|-107.7788898|||||2055|6742|Mount Nebo|06/01/1992|04/19/2011
900059|Rawhide Spring|Spring|NM|35|San Juan|045|365720N|1074527W|36.9555145|-107.7573767|||||1990|6529|Mount Nebo|06/01/1992|04/19/2011
900060|Ice Spring|Spring|NM|35|San Juan|045|365656N|1074829W|36.9488918|-107.8081189|||||2039|6690|Mount Nebo|06/01/1992|
900061|Tank Mountain Spring|Spring|NM|35|San Juan|045|365558N|1075005W|36.9327808|-107.8347861|||||2043|6703|Mount Nebo|06/01/1992|
900062|Tank Springs|Spring|NM|35|San Juan|045|365605N|1074524W|36.9347254|-107.7567285|||||2041|6696|Mount Nebo|06/01/1992|
900063|Last Chance Spring|Spring|NM|35|San Juan|045|365533N|1074832W|36.9258364|-107.808952|||||2039|6690|Mount Nebo|06/01/1992|
900064|Stephel Spring|Spring|NM|35|San Juan|045|365517N|1075000W|36.9213628|-107.8333949|||||1919|6296|Mount Nebo|06/01/1992|04/19/2011
900065|Long Glade|Flat|NM|35|San Juan|045|365440N|1074720W|36.9111145|-107.7889513|||||2021|6630|Mount Nebo|06/01/1992|
900066|Beanie Pockets Spring|Spring|NM|35|San Juan|045|365409N|1074607W|36.9025035|-107.768673|||||2008|6588|Mount Nebo|06/01/1992|
900067|C C Reservoir|Reservoir|NM|35|San Juan|045|365404N|1074949W|36.9011842|-107.8303026|||||2000|6562|Mount Nebo|06/01/1992|06/24/2011
900068|Garrison Spring|Spring|NM|35|San Juan|045|365405N|1075128W|36.9013922|-107.857842|||||1915|6283|Mount Nebo|06/01/1992|
900069|Arch Rock|Arch|NM|35|San Juan|045|365327N|1075057W|36.8908333|-107.8491667|||||1927|6322|Mount Nebo|06/01/1992|07/19/2010
900070|John Brown Spring|Spring|NM|35|San Juan|045|365359N|1074726W|36.8997257|-107.7906179|||||1957|6421|Mount Nebo|06/01/1992|
900071|Arch Rock Spring|Spring|NM|35|San Juan|045|365250N|1075022W|36.8805592|-107.839508|||||1970|6463|Mount Nebo|06/01/1992|
900072|Sidro Canyon|Valley|NM|35|San Juan|045|365143N|1074506W|36.8619484|-107.7517275|365303N|1074543W|36.8841705|-107.7620059|1834|6017|Turley|06/01/1992|
900073|Bootlegger Spring|Spring|NM|35|San Juan|045|365153N|1075101W|36.8646462|-107.8501817|||||1948|6391|Turley|06/01/1992|04/19/2011
900074|Indian Spring|Spring|NM|35|San Juan|045|365154N|1075052W|36.8649162|-107.8477422|||||1951|6401|Turley|06/01/1992|04/19/2011
900075|Headwater Spring|Spring|NM|35|San Juan|045|365147N|1075022W|36.8630594|-107.8395079|||||1966|6450|Turley|06/01/1992|
900076|Hart Spring|Spring|NM|35|San Juan|045|365144N|1075005W|36.8623229|-107.8347704|||||1989|6526|Turley|06/01/1992|04/19/2011
900077|Cash Spring|Spring|NM|35|San Juan|045|365125N|1075113W|36.8569482|-107.8536749|||||1965|6447|Turley|06/01/1992|
900078|Crow Spring|Spring|NM|35|San Juan|045|365056N|1075004W|36.8489959|-107.8344032|||||1994|6542|Turley|06/01/1992|04/19/2011
900079|Mud Spring|Spring|NM|35|San Juan|045|365038N|1075040W|36.8438929|-107.8445079|||||2009|6591|Turley|06/01/1992|
900080|Rincon Spring|Spring|NM|35|San Juan|045|365011N|1074941W|36.8363677|-107.8279567|||||1980|6496|Turley|06/01/1992|04/19/2011
900081|Caballo Canyon|Valley|NM|35|San Juan|045|364525N|1074632W|36.7569496|-107.775616|365010N|1074854W|36.8361111|-107.815|1711|5613|Turley|06/01/1992|
900082|Valencia Spring|Spring|NM|35|San Juan|045|365010N|1074839W|36.8360839|-107.8108577|||||1941|6368|Turley|06/01/1992|04/19/2011
900083|Pilares Spring|Spring|NM|35|San Juan|045|364940N|1075022W|36.8277002|-107.8395731|||||1974|6476|Turley|06/01/1992|04/19/2011
900084|Caballo Spring|Spring|NM|35|San Juan|045|364945N|1074711W|36.8291741|-107.7863346|||||1902|6240|Turley|06/01/1992|04/19/2011
900085|Banco Spring|Spring|NM|35|San Juan|045|364921N|1074906W|36.8224928|-107.818336|||||1943|6375|Turley|06/01/1992|04/19/2011
900086|Sanchez Spring|Spring|NM|35|San Juan|045|364921N|1074842W|36.8225371|-107.8116698|||||1957|6421|Turley|06/01/1992|04/19/2011
900087|Vereda Canyon|Valley|NM|35|San Juan|045|364807N|1074806W|36.801949|-107.8017284|364735N|1074948W|36.7930556|-107.83|1840|6037|Turley|06/01/1992|
900088|Pueblito Spring|Spring|NM|35|San Juan|045|364900N|1075046W|36.8167435|-107.8462273|||||1974|6476|Turley|06/01/1992|04/19/2011
900089|Burro Spring|Spring|NM|35|San Juan|045|364819N|1074605W|36.8053645|-107.7679445|||||1849|6066|Turley|06/01/1992|04/19/2011
900090|Bonnie Rock|Pillar|NM|35|San Juan|045|364756N|1075030W|36.7988935|-107.8417296|||||1924|6312|Turley|06/01/1992|
900091|Vaca Canyon|Valley|NM|35|San Juan|045|364504N|1074900W|36.7511163|-107.8167284|364731N|1075010W|36.7919444|-107.8361111|1711|5613|Turley|06/01/1992|
900092|Pemada Canyon|Valley|NM|35|San Juan|045|364655N|1074628W|36.7819493|-107.7745052|364708N|1074948W|36.7855556|-107.83|1765|5791|Turley|06/01/1992|
900093|Mansfield Canyon|Valley|NM|35|San Juan|045|364525N|1074712W|36.7569496|-107.7867275|364706N|1074822W|36.785|-107.8061111|1713|5620|Turley|06/01/1992|
900094|Cerritos Canyon|Valley|NM|35|San Juan|045|364634N|1075200W|36.7761159|-107.8667303|364919N|1075205W|36.8219444|-107.8680556|1833|6014|Turley|06/01/1992|
900095|Ventana Spring|Spring|NM|35|San Juan|045|364722N|1074528W|36.7895674|-107.7577119|||||1871|6138|Turley|06/01/1992|04/19/2011
900096|Minix Spring|Spring|NM|35|San Juan|045|365224N|1074432W|36.8734011|-107.742266|||||1865|6119|Archuleta|06/01/1992|04/19/2011
900097|Quintana Spring|Spring|NM|35|San Juan|045|365204N|1074115W|36.8677822|-107.6875581|||||1979|6493|Archuleta|06/01/1992|
900098|Minix Canyon|Valley|NM|35|San Juan|045|365216N|1074408W|36.8711151|-107.7356159|365405N|1074524W|36.9013925|-107.7567281|1819|5968|Archuleta|06/01/1992|
900099|La Manga Canyon|Valley|NM|35|San Juan|045|364912N|1074357W|36.8200046|-107.7325596|365147N|1074240W|36.8630556|-107.7111111|1771|5810|Archuleta|06/01/1992|
900100|Pump Mesa|Summit|NM|35|San Juan|045|364904N|1074202W|36.8177826|-107.7006138|||||1971|6466|Archuleta|06/01/1992|
900101|Martinez Mesa|Summit|NM|35|San Juan|045|364829N|1073949W|36.8080607|-107.6636677|||||1970|6463|Archuleta|06/01/1992|
900102|Salvador Canyon|Valley|NM|35|San Juan|045|364655N|1074245W|36.7819496|-107.7125583|364518N|1074240W|36.755|-107.7111111|1737|5699|Archuleta|06/01/1992|
900103|Melquadis Point|Summit|NM|35|San Juan|045|364529N|1074418W|36.7580609|-107.7383925|||||1941|6368|Archuleta|06/01/1992|
900104|Prado Spring|Spring|NM|35|San Juan|045|364702N|1074456W|36.7837947|-107.7489822|||||1769|5804|Archuleta|06/01/1992|04/19/2011
900105|Escarbada Canyon|Valley|NM|35|San Juan|045|364634N|1073826W|36.7761166|-107.6406109|364353N|1073949W|36.7313949|-107.6636671|1811|5942|Archuleta|06/01/1992|
900106|Crowley Peak|Summit|NM|35|Rio Arriba|039|365924N|1064834W|36.9900116|-106.8094809|||||2690|8825|Monero|06/01/1992|
900107|Crowley Reservoir|Reservoir|NM|35|Rio Arriba|039|365905N|1064642W|36.9845853|-106.7784063|||||2405|7890|Monero|06/01/1992|06/24/2011
900108|Stove Tank|Reservoir|NM|35|Rio Arriba|039|365924N|1064554W|36.9901219|-106.7650102|||||2436|7992|Monero|06/01/1992|06/24/2011
900109|Tecolote Lake|Reservoir|NM|35|Rio Arriba|039|365743N|1064602W|36.9620427|-106.7673274|||||2430|7972|Monero|06/01/1992|06/24/2011
900110|Boyer Lake|Reservoir|NM|35|Rio Arriba|039|365704N|1064504W|36.950974|-106.7512267|||||2541|8337|Monero|06/01/1992|06/24/2011
900111|Miller Canyon|Valley|NM|35|Rio Arriba|039|365302N|1065138W|36.8839007|-106.8605936|365603N|1065349W|36.9341778|-106.8969819|2218|7277|Monero|06/01/1992|
900112|Horse Lake Gap|Gap|NM|35|Rio Arriba|039|365038N|1064632W|36.843902|-106.775594|||||2569|8428|Horse Lake|06/01/1992|
900113|Middle Gap|Gap|NM|35|Rio Arriba|039|364916N|1064542W|36.8211245|-106.7617054|||||2565|8415|Horse Lake|06/01/1992|
900114|North Prong|Stream|NM|35|Rio Arriba|039|364901N|1064708W|36.8169576|-106.7855944|365038N|1064727W|36.8438889|-106.7908333|2445|8022|Horse Lake|06/01/1992|
900115|Boiler Canyon|Valley|NM|35|Rio Arriba|039|364818N|1064856W|36.8050129|-106.8155946|364843N|1064510W|36.8119444|-106.7527778|2342|7684|Horse Lake|06/01/1992|
900116|Sulphur Canyon|Valley|NM|35|Rio Arriba|039|364623N|1064654W|36.7730692|-106.7817061|364832N|1064521W|36.8088889|-106.7558333|2331|7648|Horse Lake|06/01/1992|
900117|Loma Prado|Summit|NM|35|Rio Arriba|039|364829N|1064534W|36.8080692|-106.7594834|||||2652|8701|Horse Lake|06/01/1992|
900118|Horse Lake Mesa|Summit|NM|35|Rio Arriba|039|364608N|1064953W|36.7689018|-106.8314284|||||2662|8733|Horse Lake|06/01/1992|
900119|Cinnamon Lake|Lake|NM|35|Rio Arriba|039|364642N|1065128W|36.778232|-106.8578768|||||2441|8008|Horse Lake|06/01/1992|06/24/2011
900120|Grouse Pond|Reservoir|NM|35|Rio Arriba|039|364725N|1065137W|36.7902063|-106.8602833|||||2430|7972|Horse Lake|06/01/1992|06/24/2011
900121|Turkey Pond|Reservoir|NM|35|Rio Arriba|039|364803N|1065009W|36.800713|-106.8359655|||||2370|7775|Horse Lake|06/01/1992|06/24/2011
900122|Paiz Pond|Reservoir|NM|35|Rio Arriba|039|364827N|1065111W|36.8075033|-106.852995|||||2362|7749|Horse Lake|06/01/1992|06/24/2011
900123|Beef Canyon|Valley|NM|35|San Juan|045|365924N|1074256W|36.9900029|-107.7156162|365931N|1074413W|36.9919444|-107.7369444|1984|6509|Anastacio Spring|06/01/1992|
900124|Devils Canyon|Valley|NM|35|San Juan|045|365816N|1074252W|36.9711142|-107.7145049|365917N|1074420W|36.9880556|-107.7388889|1947|6388|Anastacio Spring|06/01/1992|
900125|Wildcat Canyon|Valley|NM|35|San Juan|045|365823N|1074039W|36.973059|-107.6775586|365823N|1073904W|36.9730556|-107.6511111|1992|6535|Anastacio Spring|06/01/1992|
900126|Jaquez Canyon|Valley|NM|35|San Juan|045|365519N|1074126W|36.9219482|-107.6906144|365736N|1073929W|36.96|-107.6580556|1953|6407|Anastacio Spring|06/01/1992|
900127|Arena Canyon|Valley|NM|35|San Juan|045|365526N|1074206W|36.9238926|-107.701726|365519N|1073954W|36.9219444|-107.665|1916|6286|Anastacio Spring|06/01/1992|
900128|Barrel Spriing|Spring|NM|35|San Juan|045|365450N|1073922W|36.9138542|-107.6560379|||||2066|6778|Anastacio Spring|06/01/1992|04/19/2011
900129|Lewis Park|Flat|NM|35|San Juan|045|365353N|1073829W|36.89806|-107.6414452|||||2008|6588|Anastacio Spring|06/01/1992|
900130|Bull Spring|Spring|NM|35|San Juan|045|365245N|1074236W|36.8791162|-107.7099313|||||1952|6404|Anastacio Spring|06/01/1992|04/19/2011
900131|Anastacio Spring|Spring|NM|35|San Juan|045|365538N|1074301W|36.9271261|-107.7169097|||||1884|6181|Anastacio Spring|06/01/1992|04/19/2011
900132|Devils Washpan|Basin|NM|35|San Juan|045|365725N|1074433W|36.9569474|-107.7425615|||||1977|6486|Anastacio Spring|06/01/1992|
900133|Lower Pinto Spring|Spring|NM|35|San Juan|045|365832N|1074438W|36.9756804|-107.7437749|||||2056|6745|Anastacio Spring|06/01/1992|04/19/2011
900134|Rawhide Canyon|Valley|NM|35|San Juan|045|365404N|1074332W|36.9011149|-107.7256157|365805N|1074629W|36.9680583|-107.7747849|1854|6083|Anastacio Spring|06/01/1992|
900135|Devils Pockets|Basin|NM|35|San Juan|045|365631N|1074328W|36.9419477|-107.724505|||||1963|6440|Anastacio Spring|06/01/1992|
900136|Monero Canyon|Valley|NM|35|Rio Arriba|039|365349N|1065116W|36.8969561|-106.8544823|365237N|1064735W|36.8769444|-106.7930556|2238|7342|Monero|06/01/1992|
900137|Ruins Canyon|Valley|NM|35|San Juan|045|364554N|1075940W|36.7650046|-107.9945122|364648N|1075917W|36.78|-107.9880556|1792|5879|Aztec|06/01/1992|
900138|Mud Canyon|Valley|NM|35|San Juan|045|365223N|1075348W|36.8730591|-107.8967318|365017N|1075055W|36.8380597|-107.8486747|1831|6007|Aztec|06/01/1992|
900139|Alamo Spring|Spring|NM|35|San Juan|045|365118N|1074915W|36.8549013|-107.8206984|||||1981|6499|Turley|06/01/1992|04/19/2011
900140|Kirk Spring|Spring|NM|35|San Juan|045|365223N|1074617W|36.8731447|-107.7713074|||||1903|6243|Turley|06/01/1992|04/19/2011
900141|Miller Spring|Spring|NM|35|San Juan|045|365433N|1075202W|36.9091668|-107.867197|||||1858|6096|Mount Nebo|06/01/1992|04/19/2011
900142|Hidden Springs|Spring|NM|35|San Juan|045|365603N|1074856W|36.9340384|-107.8154642|||||2045|6709|Mount Nebo|06/01/1992|04/19/2011
900143|Cave Spring|Spring|NM|35|San Juan|045|365906N|1075744W|36.985002|-107.9622896|||||1935|6348|Cedar Hill|06/01/1992|
900144|Ditch Number Eight|Canal|NM|35|San Juan|045|364915N|1084254W|36.8208311|-108.7150893|||||1507|4944|Shiprock|06/01/1992|
900145|Gum Canyon|Valley|NM|35|San Juan|045|365518N|1083620W|36.9216635|-108.6056443|365519N|1083520W|36.9219444|-108.5888889|1606|5269|Palmer Mesa|06/01/1992|
900146|Beanie Pockets|Basin|NM|35|San Juan|045|365356N|1074702W|36.8988924|-107.783951|||||1993|6539|Mount Nebo|06/01/1992|
900147|Cout Lake|Lake|NM|35|Catron|003|340725N|1085823W|34.1236602|-108.9731316|||||2345|7693|Jones Canyon|11/13/1980|
900148|Adams Bend|Bend|NM|35|Eddy|015|323040N|1042023W|32.5112267|-104.3396785|||||968|3176|Lake McMillan South|11/13/1980|
900149|Braidfoot Ranch|Locale|NM|35|Hidalgo|023|322022N|1090208W|32.3395235|-109.0356132|||||1425|4675|Doubtful Canyon|11/13/1980|
900150|Butterfield Trail|Trail|NM|35|Grant|017|322154N|1081641W|32.3650842|-108.2781005|||||1552|5092|Soldiers Farewell Hill|11/13/1980|
900151|Chalk Bluff Draw|Valley|NM|35|Eddy|015|324346N|1041818W|32.7295592|-104.3049588|324645N|1041301W|32.7792817|-104.2169013|1004|3294|Lake McMillan North|11/13/1980|
900152|Chalk Bluff Spring|Spring|NM|35|Eddy|015|324410N|1041649W|32.7360116|-104.2802947|||||1021|3350|Lake McMillan North|11/13/1980|04/19/2011
900153|Cottonwood Canyon|Valley|NM|35|Grant|017|324554N|1084958W|32.7650736|-108.8328358|325218N|1085454W|32.8717371|-108.9150603|1335|4380|Walker Canyon|11/13/1980|
900154|Dagger Draw|Valley|NM|35|Eddy|015|323134N|1041809W|32.5262273|-104.3024546|323829N|1041532W|32.6415049|-104.2588439|965|3166|Lake McMillan South|11/13/1980|
900155|Decker Draw|Valley|NM|35|Sierra|051|324722N|1073544W|32.7895217|-107.5955846|324836N|1073724W|32.81|-107.6233333|1655|5430|McClede Mountain|11/13/1980|
900157|Elore Mine|Mine|NM|35|Hidalgo|023|321818N|1090107W|32.3050797|-109.0186684|||||1424|4672|Doubtful Canyon|11/13/1980|
900158|Fanning Ranch|Locale|NM|35|Eddy|015|323354N|1041739W|32.5651161|-104.2941217|||||985|3232|Lake McMillan South|11/13/1980|
900159|Fourmile Draw|Valley|NM|35|Eddy|015|324010N|1041859W|32.6695595|-104.3163469|323844N|1050950W|32.6456609|-105.1638642|997|3271|Lake McMillan North|11/13/1980|
900160|Greenwood Ranch|Locale|NM|35|Eddy|015|323224N|1041757W|32.5401161|-104.2991214|||||973|3192|Lake McMillan South|11/13/1980|
900161|Guess Ranch|Locale|NM|35|Hidalgo|023|321602N|1090004W|32.2673026|-109.0011681|||||1333|4373|Doubtful Canyon|11/13/1980|
900162|Jaralosa Creek|Stream|NM|35|Sierra|051|324544N|1072915W|32.7623003|-107.4875265|324912N|1073551W|32.8200765|-107.5975293|1451|4760|Clark Spring Canyon|11/13/1980|
900163|Kaiser Lake|Lake|NM|35|Eddy|015|324307N|1041826W|32.718726|-104.3071809|||||1002|3287|Lake McMillan North|11/13/1980|
900164|Lakewood|Locale|NM|35|Eddy|015|323756N|1042210W|32.6323368|-104.3694041|||||1003|3291|Lake McMillan North|11/13/1980|
900165|Lewis Ranch|Locale|NM|35|Eddy|015|324136N|1042108W|32.6934478|-104.3521822|||||1007|3304|Lake McMillan North|11/13/1980|
900167|Locklear Canyon|Valley|NM|35|Eddy|015|321228N|1044739W|32.2078858|-104.7941213|321336N|1045014W|32.2266667|-104.8372222|1730|5676|Pickett Hill|08/31/1992|
900168|Lake McMillan|Reservoir|NM|35|Eddy|015|323549N|1042101W|32.5970594|-104.350236|||||997|3271|Lake McMillan South|11/13/1980|
900169|National Mine|Mine|NM|35|Hidalgo|023|321545N|1090222W|32.2625801|-109.0395018|||||1357|4452|Doubtful Canyon|11/13/1980|
900170|Pecos River|Canal|NM|35|Eddy|015|324115N|1041753W|32.6876152|-104.2980132|||||1000|3281|Lake McMillan North|11/13/1980|
900171|Pecos River|Stream|NM|35|Eddy|015|324149N|1041755W|32.6970595|-104.2985691|324530N|1041858W|32.7584477|-104.3160708|1001|3284|Lake McMillan North|11/13/1980|
900172|Pecos River|Stream|NM|35|Eddy|015|323758N|1042016W|32.6328928|-104.3377361|324426N|1041924W|32.7405556|-104.3233333|996|3268|Lake McMillan North|11/13/1980|
900174|Powers Canyon|Valley|NM|35|Hidalgo|023|321534N|1090547W|32.2595241|-109.0964469|322005N|1090328W|32.3347222|-109.0577778|1222|4009|Doubtful Canyon|11/13/1980|
900175|Rustler Draw|Valley|NM|35|Hidalgo|023|321749N|1085638W|32.2970251|-108.9439453|321940N|1090111W|32.3278572|-109.0197796|1267|4157|Mondel|11/13/1980|
900176|Scoggin Draw|Valley|NM|35|Eddy|015|324410N|1041654W|32.7362261|-104.2816247|324647N|1041405W|32.779837|-104.2346795|1019|3343|Lake McMillan North|11/13/1980|
900177|Soapberry Draw|Valley|NM|35|Eddy|015|323048N|1041908W|32.5134493|-104.3188441|322923N|1041944W|32.4898381|-104.328844|966|3169|Lake McMillan South|11/13/1980|
900178|Spencer Draw|Valley|NM|35|Eddy|015|323037N|1042019W|32.5103934|-104.3385673|322636N|1042432W|32.4434478|-104.4088462|969|3179|Lake McMillan South|11/13/1980|
900179|Steins Peak|Summit|NM|35|Hidalgo|023|322001N|1090237W|32.3336902|-109.0436689|||||1742|5715|Doubtful Canyon|08/31/1992|
900180|Volcano Draw|Valley|NM|35|Hidalgo|023|321648N|1085647W|32.2800808|-108.9464452|321801N|1090047W|32.3003576|-109.0131127|1267|4157|Mondel|11/13/1980|
900181|Volcano Mine|Mine|NM|35|Hidalgo|023|321818N|1090107W|32.3050797|-109.0186684|||||1424|4672|Doubtful Canyon|11/13/1980|
900182|Chaves Canyon|Valley|NM|35|Lincoln|027|333055N|1055337W|33.5153533|-105.893602|332920N|1055055W|33.4888889|-105.8486111|1856|6089|Cub Mountain|08/31/1992|
900183|Sanders Canyon|Valley|NM|35|Lincoln|027|333055N|1055337W|33.5153533|-105.893602|332920N|1055005W|33.4888889|-105.8347222|1856|6089|Cub Mountain|08/31/1992|
900184|Heard Storage Tank|Reservoir|NM|35|Eddy|015|322119N|1044838W|32.3553839|-104.8105176|||||1616|5302|Ares Peak|07/01/1992|
900185|Indian Canyon|Valley|NM|35|Lincoln|027|331903N|1054010W|33.3175832|-105.6694301|331854N|1054054W|33.315|-105.6816667|2025|6644|Ruidoso|07/01/1992|
900186|Water Canyon Campground|Locale|NM|35|Socorro|053|340127N|1070749W|34.0242316|-107.1303122|||||2066|6778|Magdalena|09/01/1992|
900187|B Shaft (historical)|Mine|NM|35|Grant|017|323822N|1082206W|32.6395225|-108.3683819|||||1832|6010|Tyrone|08/31/1992|
900188|Copper Gulf Shaft (historical)|Mine|NM|35|Grant|017|323757N|1082222W|32.6325782|-108.3728263|||||1891|6204|Tyrone|08/31/1992|
900189|Gettysburg Shaft (historical)|Mine|NM|35|Grant|017|323803N|1082137W|32.6342449|-108.3603262|||||1831|6007|Tyrone|08/31/1992|
900190|Hogback Draw|Valley|NM|35|Grant|017|323126N|1080540W|32.5239712|-108.0944838|323547N|1082242W|32.596468|-108.3783818|1508|4947|Faywood Station|11/13/1980|
900191|Niagara Tunnel (historical)|Tunnel|NM|35|Grant|017|323849N|1082228W|32.6470223|-108.3744932|||||1817|5961|Tyrone|08/31/1992|
900192|Oak Canyon|Valley|NM|35|Grant|017|324102N|1075957W|32.6839676|-107.9992042|324337N|1075834W|32.727022|-107.9761486|1765|5791|Whitehorse Mountain|11/13/1980|
900193|Pipe Line Draw|Valley|NM|35|Grant|017|323919N|1081324W|32.6553559|-108.2233792|324247N|1081939W|32.7131319|-108.3275484|1636|5367|Hurley West|11/13/1980|
900194|Racket Shaft (historical)|Mine|NM|35|Grant|017|323806N|1082200W|32.6350782|-108.3667152|||||1848|6063|Tyrone|08/31/1992|
900195|San Vincente (historical)|Locale|NM|35|Grant|017|323828N|1081229W|32.6411896|-108.2081007|||||1625|5331|Hurley West|11/13/1980|
900196|Seneca Canyon|Valley|NM|35|Grant|017|323905N|1075956W|32.6514684|-107.998926|324316N|1075652W|32.721189|-107.9478144|1689|5541|Whitehorse Mountain|11/13/1980|
900197|White Signal School (historical)|School|NM|35|Grant|017|323340N|1082142W|32.5611912|-108.3617146|||||1820|5971|White Signal|11/13/1980|
900198|7 X V Ranch|Locale|NM|35|Grant|017|323314N|1082030W|32.5539692|-108.3417142|||||1819|5968|White Signal|11/13/1980|
900199|Agua Alto Tank|Reservoir|NM|35|Grant|017|324533N|1082938W|32.7592905|-108.4939074|||||1663|5456|Circle Mesa|10/01/1992|06/24/2011
900200|Arrastre Windmill|Locale|NM|35|Grant|017|323324N|1082851W|32.5567467|-108.4808832|||||1855|6086|Burro Peak|10/01/1992|
900201|Bear Creek Spring|Spring|NM|35|Grant|017|325427N|1081741W|32.9075186|-108.2946711|||||1852|6076|Reading Mountain|10/01/1992|04/19/2011
900202|Ben Lilly Memorial|Locale|NM|35|Grant|017|325352N|1081444W|32.8978504|-108.2456039|||||2064|6772|Twin Sisters|10/01/1992|
900203|Big Trap Spring|Spring|NM|35|Grant|017|325708N|1081737W|32.9522196|-108.2937262|||||2079|6821|Reading Mountain|10/01/1992|04/19/2011
900204|Cane Spring|Spring|NM|35|Grant|017|325036N|1082539W|32.8434062|-108.4275503|||||1731|5679|Circle Mesa|10/01/1992|
900205|Cave Spring|Spring|NM|35|Grant|017|325328N|1081926W|32.8910671|-108.3237699|||||1885|6184|Reading Mountain|10/01/1992|04/19/2011
900206|C F Canyon|Valley|NM|35|Grant|017|324347N|1082630W|32.7297978|-108.4417169|324029N|1082948W|32.6747222|-108.4966667|1576|5171|Wind Mountain|10/01/1992|
900207|Clark Spring|Spring|NM|35|Grant|017|325351N|1082037W|32.8975963|-108.343644|||||1888|6194|Reading Mountain|10/01/1992|04/19/2011
900208|Cooley Spring|Spring|NM|35|Grant|017|325516N|1082029W|32.9212164|-108.3413665|||||1773|5817|Reading Mountain|10/01/1992|04/19/2011
900209|Cooley Tank|Reservoir|NM|35|Grant|017|325546N|1081958W|32.9294364|-108.3328767|||||1852|6076|Reading Mountain|10/01/1992|06/24/2011
900210|Eagle Point|Summit|NM|35|Grant|017|324220N|1082311W|32.7056319|-108.3864381|||||1980|6496|Wind Mountain|10/01/1992|
900211|Farm Flat|Flat|NM|35|Grant|017|330004N|1081802W|33.0011812|-108.3006052|||||2093|6867|Granny Mountain|10/01/1992|
900212|Fenceline Spring|Spring|NM|35|Grant|017|325317N|1082004W|32.8881279|-108.3344939|||||1955|6414|Reading Mountain|10/01/1992|
900213|Goat Camp Windmill|Locale|NM|35|Grant|017|323216N|1082807W|32.5378583|-108.4686607|||||1886|6188|Burro Peak|10/01/1992|
900214|Holman Spring|Spring|NM|35|Grant|017|325654N|1082207W|32.9483127|-108.3686774|||||1711|5613|Reading Mountain|10/01/1992|04/19/2011
900215|Little Pipe Spring|Spring|NM|35|Grant|017|325518N|1081605W|32.9216521|-108.2679641|||||2169|7116|Reading Mountain|10/01/1992|04/19/2011
